"Coins on Colnect","List exported on 2025-09-06 13:01:32 GMT+0"
"Launched by collector: ","Patterson Rainbird-Webb [Patterson-Rainbird-Webb]"
"Collector profile on Colnect at: ",https://colnect.com/en/collectors/collector/Patterson-Rainbird-Webb
"This list contains 100 Coins"
"The complete list is too big to be exported in full! Please export smaller lists."
"For the updated list on Colnect visit: ",https://colnect.com/en/coins/list/country/21o44o74o84o139o197o224o225o331/series/n370946-NOT-1816_-_Napoleon_II/catalog/270-World_Coins

Name,Country,Series,"Catalog Codes","Issued on","Last issue date",Distribution,Composition,EdgeVariety,Orientation,Shape,Rim,"Variant Year","Variant Mint Mark","Variant Note",Weight,Width,Height,Thickness,"Ord Wc",Currency,FaceValue,"Known mintage",Variant,Score,Accuracy,ZcoCoinMint,Themes,ItemInscription,Description,Link,List,Quantity,Condition,"Public Note","Private Note"
"5 Centimes (French legend - large year)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000016, WCC:km54",1904,1907,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1907,,Unknown,2.5,19,,1.18,30519,"c - Belgian centime",5,24845000,2375,26.09,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","4905,BELGIOCE,SOGU • ROVAUIE DE","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]L[/b]""monogram (Leopold II, 1865-1909)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed star) [b]☆[/b] (pointed outwards)  (bottom-left/right, spacers/dots) •  (bottom, large year) [b]1904[/b] until [b]1907[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y12.2, earlier y12.1",https://colnect.com/coins/coin/2376,,,,,
"5 Centimes (Flemish legend - large year)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000017, WCC:km55",1904,1907,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",,,,2.5,19,,1.29,30461,"c - Belgian centime",5,24827614,2375,25.49,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","190,1906,KONINKRA,CE","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱᴺ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]L[/b]""monogram (Leopold II, 1865-1909)  legend (Flemish): (state name, left) [b]KONINKRIJK[/b] (right) [b]BELGIË[/b]  (lower-right, spacers/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers/dots) •  (bottom, small year) [b]1904[/b] until [b]1907[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y12.4, earlier y12.3",https://colnect.com/coins/coin/2377,,,,,
"5 Centimes (Flemish legend - large year)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000017, WCC:km55",1904,1907,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1904,,Unknown,2.5,19,,1.29,30461,"c - Belgian centime",5,24827614,2375,25.49,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","190,1906,KONINKRA,CE","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱᴺ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]L[/b]""monogram (Leopold II, 1865-1909)  legend (Flemish): (state name, left) [b]KONINKRIJK[/b] (right) [b]BELGIË[/b]  (lower-right, spacers/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers/dots) •  (bottom, small year) [b]1904[/b] until [b]1907[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y12.4, earlier y12.3",https://colnect.com/coins/coin/2377,,,,,
"5 Centimes (Flemish legend - large year)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000017, WCC:km55",1904,1907,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1905,,1905/3,2.5,19,,1.29,30461,"c - Belgian centime",5,24827614,2375,25.49,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","190,1906,KONINKRA,CE","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱᴺ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]L[/b]""monogram (Leopold II, 1865-1909)  legend (Flemish): (state name, left) [b]KONINKRIJK[/b] (right) [b]BELGIË[/b]  (lower-right, spacers/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers/dots) •  (bottom, small year) [b]1904[/b] until [b]1907[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y12.4, earlier y12.3",https://colnect.com/coins/coin/2377,,,,,
"5 Centimes (Flemish legend - large year)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000017, WCC:km55",1904,1907,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1905,,"1905/4 incl 1905/3",2.5,19,,1.29,30461,"c - Belgian centime",5,24827614,2375,25.49,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","190,1906,KONINKRA,CE","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱᴺ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]L[/b]""monogram (Leopold II, 1865-1909)  legend (Flemish): (state name, left) [b]KONINKRIJK[/b] (right) [b]BELGIË[/b]  (lower-right, spacers/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers/dots) •  (bottom, small year) [b]1904[/b] until [b]1907[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y12.4, earlier y12.3",https://colnect.com/coins/coin/2377,,,,,
"5 Centimes (Flemish legend - large year)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000017, WCC:km55",1904,1907,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1905,,"incl 1905/3",2.5,19,,1.29,30461,"c - Belgian centime",5,24827614,2375,25.49,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","190,1906,KONINKRA,CE","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱᴺ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]L[/b]""monogram (Leopold II, 1865-1909)  legend (Flemish): (state name, left) [b]KONINKRIJK[/b] (right) [b]BELGIË[/b]  (lower-right, spacers/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers/dots) •  (bottom, small year) [b]1904[/b] until [b]1907[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y12.4, earlier y12.3",https://colnect.com/coins/coin/2377,,,,,
"5 Centimes (Flemish legend - large year)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000017, WCC:km55",1904,1907,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1905,,"without cross incl 1905/3",2.5,19,,1.29,30461,"c - Belgian centime",5,24827614,2375,25.49,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","190,1906,KONINKRA,CE","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱᴺ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]L[/b]""monogram (Leopold II, 1865-1909)  legend (Flemish): (state name, left) [b]KONINKRIJK[/b] (right) [b]BELGIË[/b]  (lower-right, spacers/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers/dots) •  (bottom, small year) [b]1904[/b] until [b]1907[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y12.4, earlier y12.3",https://colnect.com/coins/coin/2377,,,,,
"5 Centimes (Flemish legend - large year)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000017, WCC:km55",1904,1907,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1906,,Unknown,2.5,19,,1.29,30461,"c - Belgian centime",5,24827614,2375,25.49,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","190,1906,KONINKRA,CE","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱᴺ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]L[/b]""monogram (Leopold II, 1865-1909)  legend (Flemish): (state name, left) [b]KONINKRIJK[/b] (right) [b]BELGIË[/b]  (lower-right, spacers/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers/dots) •  (bottom, small year) [b]1904[/b] until [b]1907[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y12.4, earlier y12.3",https://colnect.com/coins/coin/2377,,,,,
"5 Centimes (Flemish legend - large year)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000017, WCC:km55",1904,1907,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1906,,"without cross incl 1906",2.5,19,,1.29,30461,"c - Belgian centime",5,24827614,2375,25.49,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","190,1906,KONINKRA,CE","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱᴺ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]L[/b]""monogram (Leopold II, 1865-1909)  legend (Flemish): (state name, left) [b]KONINKRIJK[/b] (right) [b]BELGIË[/b]  (lower-right, spacers/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers/dots) •  (bottom, small year) [b]1904[/b] until [b]1907[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y12.4, earlier y12.3",https://colnect.com/coins/coin/2377,,,,,
"5 Centimes (Flemish legend - large year)",Belgium,"1865~1909 - 2nd King Leopold II","Col:BE-000017, WCC:km55",1904,1907,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1907,,Unknown,2.5,19,,1.29,30461,"c - Belgian centime",5,24827614,2375,25.49,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","190,1906,KONINKRA,CE","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱᴺ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]L[/b]""monogram (Leopold II, 1865-1909)  legend (Flemish): (state name, left) [b]KONINKRIJK[/b] (right) [b]BELGIË[/b]  (lower-right, spacers/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers/dots) •  (bottom, small year) [b]1904[/b] until [b]1907[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y12.4, earlier y12.3",https://colnect.com/coins/coin/2377,,,,,
"5 Centimes (French legend - w/o star)",Belgium,"1909~1934 - 3rd King Albert I","Col:BE-000018, WCC:km66",1910,1932,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",,,,2.5,19,,1.21,29839,"c - Belgian centime",5,,2378,18.27,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","1910,1910,DIE,ROYAUM,CBS","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]A[/b]"" monogram (3rd king Albert I, 1909-1934)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers)  (bottom, large year) [b]1910[/b], [b]1913[/b], [b]1914[/b], [b]1920[/b], [b]1922[/b], [b]1923[/b], [b]1925[/b] until [b]1928[/b] or [b]1932[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y24.1, earlier y24",https://colnect.com/coins/coin/2378,,,,,
"5 Centimes (French legend - w/o star)",Belgium,"1909~1934 - 3rd King Albert I","Col:BE-000018, WCC:km66",1910,1932,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1910,,Unknown,2.5,19,,1.21,29839,"c - Belgian centime",5,,2378,18.27,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","1910,1910,DIE,ROYAUM,CBS","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]A[/b]"" monogram (3rd king Albert I, 1909-1934)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers)  (bottom, large year) [b]1910[/b], [b]1913[/b], [b]1914[/b], [b]1920[/b], [b]1922[/b], [b]1923[/b], [b]1925[/b] until [b]1928[/b] or [b]1932[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y24.1, earlier y24",https://colnect.com/coins/coin/2378,,,,,
"5 Centimes (French legend - w/o star)",Belgium,"1909~1934 - 3rd King Albert I","Col:BE-000018, WCC:km66",1910,1932,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1913,,"1913/0 incl 1913",2.5,19,,1.21,29839,"c - Belgian centime",5,,2378,18.27,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","1910,1910,DIE,ROYAUM,CBS","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]A[/b]"" monogram (3rd king Albert I, 1909-1934)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers)  (bottom, large year) [b]1910[/b], [b]1913[/b], [b]1914[/b], [b]1920[/b], [b]1922[/b], [b]1923[/b], [b]1925[/b] until [b]1928[/b] or [b]1932[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y24.1, earlier y24",https://colnect.com/coins/coin/2378,,,,,
"5 Centimes (French legend - w/o star)",Belgium,"1909~1934 - 3rd King Albert I","Col:BE-000018, WCC:km66",1910,1932,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1913,,Unknown,2.5,19,,1.21,29839,"c - Belgian centime",5,,2378,18.27,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","1910,1910,DIE,ROYAUM,CBS","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]A[/b]"" monogram (3rd king Albert I, 1909-1934)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers)  (bottom, large year) [b]1910[/b], [b]1913[/b], [b]1914[/b], [b]1920[/b], [b]1922[/b], [b]1923[/b], [b]1925[/b] until [b]1928[/b] or [b]1932[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y24.1, earlier y24",https://colnect.com/coins/coin/2378,,,,,
"5 Centimes (French legend - w/o star)",Belgium,"1909~1934 - 3rd King Albert I","Col:BE-000018, WCC:km66",1910,1932,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1914,,Unknown,2.5,19,,1.21,29839,"c - Belgian centime",5,,2378,18.27,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","1910,1910,DIE,ROYAUM,CBS","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]A[/b]"" monogram (3rd king Albert I, 1909-1934)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers)  (bottom, large year) [b]1910[/b], [b]1913[/b], [b]1914[/b], [b]1920[/b], [b]1922[/b], [b]1923[/b], [b]1925[/b] until [b]1928[/b] or [b]1932[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y24.1, earlier y24",https://colnect.com/coins/coin/2378,,,,,
"5 Centimes (French legend - w/o star)",Belgium,"1909~1934 - 3rd King Albert I","Col:BE-000018, WCC:km66",1910,1932,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1920,,"1920/10 incl 1920",2.5,19,,1.21,29839,"c - Belgian centime",5,,2378,18.27,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","1910,1910,DIE,ROYAUM,CBS","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]A[/b]"" monogram (3rd king Albert I, 1909-1934)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers)  (bottom, large year) [b]1910[/b], [b]1913[/b], [b]1914[/b], [b]1920[/b], [b]1922[/b], [b]1923[/b], [b]1925[/b] until [b]1928[/b] or [b]1932[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y24.1, earlier y24",https://colnect.com/coins/coin/2378,,,,,
"5 Centimes (French legend - w/o star)",Belgium,"1909~1934 - 3rd King Albert I","Col:BE-000018, WCC:km66",1910,1932,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1920,,Unknown,2.5,19,,1.21,29839,"c - Belgian centime",5,,2378,18.27,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","1910,1910,DIE,ROYAUM,CBS","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]A[/b]"" monogram (3rd king Albert I, 1909-1934)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers)  (bottom, large year) [b]1910[/b], [b]1913[/b], [b]1914[/b], [b]1920[/b], [b]1922[/b], [b]1923[/b], [b]1925[/b] until [b]1928[/b] or [b]1932[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y24.1, earlier y24",https://colnect.com/coins/coin/2378,,,,,
"5 Centimes (French legend - w/o star)",Belgium,"1909~1934 - 3rd King Albert I","Col:BE-000018, WCC:km66",1910,1932,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1922,,"1922/0 incl 1922",2.5,19,,1.21,29839,"c - Belgian centime",5,,2378,18.27,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","1910,1910,DIE,ROYAUM,CBS","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]A[/b]"" monogram (3rd king Albert I, 1909-1934)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers)  (bottom, large year) [b]1910[/b], [b]1913[/b], [b]1914[/b], [b]1920[/b], [b]1922[/b], [b]1923[/b], [b]1925[/b] until [b]1928[/b] or [b]1932[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y24.1, earlier y24",https://colnect.com/coins/coin/2378,,,,,
"5 Centimes (French legend - w/o star)",Belgium,"1909~1934 - 3rd King Albert I","Col:BE-000018, WCC:km66",1910,1932,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1922,,"1922/1 incl 1922",2.5,19,,1.21,29839,"c - Belgian centime",5,,2378,18.27,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","1910,1910,DIE,ROYAUM,CBS","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]A[/b]"" monogram (3rd king Albert I, 1909-1934)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers)  (bottom, large year) [b]1910[/b], [b]1913[/b], [b]1914[/b], [b]1920[/b], [b]1922[/b], [b]1923[/b], [b]1925[/b] until [b]1928[/b] or [b]1932[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y24.1, earlier y24",https://colnect.com/coins/coin/2378,,,,,
"5 Centimes (French legend - w/o star)",Belgium,"1909~1934 - 3rd King Albert I","Col:BE-000018, WCC:km66",1910,1932,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1922,,Unknown,2.5,19,,1.21,29839,"c - Belgian centime",5,,2378,18.27,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","1910,1910,DIE,ROYAUM,CBS","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]A[/b]"" monogram (3rd king Albert I, 1909-1934)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers)  (bottom, large year) [b]1910[/b], [b]1913[/b], [b]1914[/b], [b]1920[/b], [b]1922[/b], [b]1923[/b], [b]1925[/b] until [b]1928[/b] or [b]1932[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y24.1, earlier y24",https://colnect.com/coins/coin/2378,,,,,
"5 Centimes (French legend - w/o star)",Belgium,"1909~1934 - 3rd King Albert I","Col:BE-000018, WCC:km66",1910,1932,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1923,,"1923/13 incl 1923",2.5,19,,1.21,29839,"c - Belgian centime",5,,2378,18.27,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","1910,1910,DIE,ROYAUM,CBS","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]A[/b]"" monogram (3rd king Albert I, 1909-1934)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers)  (bottom, large year) [b]1910[/b], [b]1913[/b], [b]1914[/b], [b]1920[/b], [b]1922[/b], [b]1923[/b], [b]1925[/b] until [b]1928[/b] or [b]1932[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y24.1, earlier y24",https://colnect.com/coins/coin/2378,,,,,
"5 Centimes (French legend - w/o star)",Belgium,"1909~1934 - 3rd King Albert I","Col:BE-000018, WCC:km66",1910,1932,"Standard Circulation",Copper-Nickel,Plain/smooth,"Coin alignment ↑O↓","Circular with round hole","Raised. Gladiform. Both sides",1923,,Unknown,2.5,19,,1.21,29839,"c - Belgian centime",5,,2378,18.27,"Very High","Monnaie Royale de Belgique (Koninklijke Munt van België), Belgium","Stars,Plants (Flora),Monograms,Crowns and Coronets","1910,1910,DIE,ROYAUM,CBS","[b]Front[/b]: C-shaped olive branch 30 leaves left of (value) [b]5 Cᴱˢ₌[/b] (Centimes)  legend: none, (bottom-right, designer) [b]A.MICHAUX[/b]  [b]Back[/b]: Crowned mirrored ""[b]A[/b]"" monogram (3rd king Albert I, 1909-1934)  legend (French): (state name, left) [b]ROYAUME DE[/b] (right) [b]BELGIQUE[/b]  (lower-right, spacer/5-pointed stars) [b]☆☆[/b] (pointed outwards)  (bottom-left/right, spacers)  (bottom, large year) [b]1910[/b], [b]1913[/b], [b]1914[/b], [b]1920[/b], [b]1922[/b], [b]1923[/b], [b]1925[/b] until [b]1928[/b] or [b]1932[/b]  [b]Edge[/b]: P - Plain, type: П    Formerly known as: y24.1, earlier y24",https://colnect.com/coins/coin/2378,,,,,
